"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "probeset"
"Os.4168.1.S1_s_at" 21.8709122067302 14.7301841703736 6.85396788796275 6.7416783602983e-10 1.13846670886003e-08 10.7726080908044 "Os.4168.1.S1_s_at"
"Os.9818.1.S1_at" 21.7120989235585 2.48310772823107 53.825639570265 7.29348276671536e-74 2.43322458209105e-71 158.539190891772 "Os.9818.1.S1_at"
"Os.7897.1.S1_at" 21.6690753504862 56.3439682435939 2.77484154474353 0.00663053287708359 0.0402576898307328 -4.8182970915848 "Os.7897.1.S1_at"
"Os.9865.1.S1_at" 21.6656813017223 2.34266132849313 45.9722216046001 1.71957017093526e-67 3.7661212041453e-65 143.861393618769 "Os.9865.1.S1_at"
"Os.27449.1.S1_at" 21.6554403229983 2.1981431165623 45.9146157678673 1.93093163853437e-67 4.19699694251436e-65 143.745276045889 "Os.27449.1.S1_at"
"Os.15322.1.S1_at" 21.5461593702844 4.30815962341903 10.0677088605397 9.93739112649811e-17 2.33987434395041e-15 26.4398443595431 "Os.15322.1.S1_at"
"Os.28117.1.S1_at" 21.5374181655367 10.0265867708 7.72621565016328 1.03835915255424e-11 1.94208360142983e-10 14.9126840615893 "Os.28117.1.S1_at"
"Os.5869.3.S1_x_at" 21.5194116993602 9.64596661824102 5.44724151285443 3.89318287851994e-07 5.39219454345236e-06 4.50760433084318 "Os.5869.3.S1_x_at"
"OsAffx.32333.1.A1_at" 21.4522244144794 11.6102268147693 6.24377809354419 1.13953509455571e-08 1.779287150906e-07 7.97870781254164 "OsAffx.32333.1.A1_at"
"Os.12126.2.S1_at" 21.4497699760082 1.37694320985396 93.982751870188 8.40046859030329e-97 1.47162553091805e-93 210.835758037086 "Os.12126.2.S1_at"
"Os.51517.1.A1_s_at" 21.3806764728131 2.90843513090692 27.7657813293958 7.50006227166594e-48 5.96078356333428e-46 98.4508330611578 "Os.51517.1.A1_s_at"
"Os.31151.2.S1_at" 21.3579082300698 1.34183977012534 43.2518510471726 4.7658094966273e-65 8.96628460772025e-63 138.225282451743 "Os.31151.2.S1_at"
"Os.12628.1.S1_at" 21.3451961889878 9.67206402551121 10.4358080306569 1.60327013488479e-17 3.90653277621906e-16 28.2648700147976 "Os.12628.1.S1_at"
"Os.6292.1.S1_at" 21.263418230499 2.2984511292849 31.0143406376743 4.96009065310022e-52 4.9499116844556e-50 108.128552053161 "Os.6292.1.S1_at"
"Os.33675.1.S1_at" 21.2355292719635 1.18210235313867 87.0257913328378 1.30309001119277e-93 1.82375392737227e-90 203.636234986936 "Os.33675.1.S1_at"
"Os.26802.2.S1_at" 21.2289759721123 9.3263454923669 4.91445122865201 3.63356441278532e-06 4.56738648706347e-05 2.3268176789646 "Os.26802.2.S1_at"
"Os.18089.1.S1_at" 21.2121594405417 4.96909032097587 23.9155546012494 2.24238931120682e-42 1.41243450555071e-40 85.7671273200036 "Os.18089.1.S1_at"
"Os.12679.1.A1_a_at" 21.192751456578 1.64358652313156 33.0697716044056 1.70526269594869e-54 1.91489988295358e-52 113.830778684857 "Os.12679.1.A1_a_at"
"Os.11152.1.S1_at" 21.1824656344935 3.97894034749456 19.3364107426907 5.48148210123815e-35 2.55722281246543e-33 68.6515255216073 "Os.11152.1.S1_at"
"Os.6861.1.S1_at" 21.0563055236706 10.6807182623283 3.91686097842439 0.00016729762365675 0.00163652782827679 -1.36887166381306 "Os.6861.1.S1_at"
"OsAffx.4145.1.S1_x_at" 21.0552994716315 3.09274629013718 24.1257160521661 1.08550683259187e-42 6.95184744060121e-41 86.4970567488653 "OsAffx.4145.1.S1_x_at"
"Os.7930.1.S1_x_at" 20.9899977242487 19.5219096181588 3.12258025114465 0.00236543396995766 0.0170604992539103 -3.86843305947781 "Os.7930.1.S1_x_at"
"Os.51391.1.S1_at" 20.9673764447512 1.62740215359659 49.5432926235162 1.66743648690851e-70 4.38902938035706e-68 150.807157124848 "Os.51391.1.S1_at"
"Os.11307.1.S1_at" 20.9663498807931 2.59695413152724 31.4865995788045 1.3113647991082e-52 1.34613121471246e-50 109.465975421878 "Os.11307.1.S1_at"
"OsAffx.26384.8.S1_x_at" 20.9348862984727 3.65981791374238 18.3431110825113 3.04148194889171e-33 1.32719632845098e-31 64.6117553817419 "OsAffx.26384.8.S1_x_at"
"Os.12125.1.S1_at" 20.7713743785172 21.8150596104341 4.65251089140264 1.04185662693115e-05 0.000123189402362587 1.3037765067467 "Os.12125.1.S1_at"
"Os.9118.1.S1_at" 20.6832784750649 2.46251439565501 33.2522759486919 1.0453494150404e-54 1.18545929118277e-52 114.322576728137 "Os.9118.1.S1_at"
"Os.11934.1.S1_at" 20.6670385442516 1.57753916101187 119.319196896615 9.79949621695333e-107 6.24794102134685e-103 232.999081917497 "Os.11934.1.S1_at"
"Os.26798.1.S1_at" 20.6420098465228 1.72907911576012 44.2105703086192 6.33502401083164e-66 1.25784203387385e-63 140.247924347122 "Os.26798.1.S1_at"
"Os.8773.1.S1_a_at" 20.6004107766354 14.8568821339558 7.0427581121288 2.76333758080735e-10 4.77895832012922e-09 11.65593749808 "Os.8773.1.S1_a_at"
"Os.13478.1.S1_at" 20.5979138223782 5.36152209389882 11.433059774065 1.17933076144717e-19 3.12285914874765e-18 33.1841870604656 "Os.13478.1.S1_at"
"Os.25062.1.A1_a_at" 20.5831978296262 1.81459026451273 40.7622445032339 1.09243390013016e-62 1.81698672629766e-60 132.775221830349 "Os.25062.1.A1_a_at"
"Os.8900.1.S1_a_at" 20.5813617467719 1.13254465701766 129.173329720008 4.79814212416027e-110 3.44158739210706e-106 240.277921171122 "Os.8900.1.S1_a_at"
"Os.11674.1.S1_at" 20.5643340694134 1.6952616155469 74.9560507561917 1.95341846685393e-87 1.64839791860312e-84 189.618209283551 "Os.11674.1.S1_at"
"Os.8000.1.S1_at" 20.5573560859057 1.52827221076585 60.2326527985832 1.89650497127418e-78 8.70601986093242e-76 169.071101114523 "Os.8000.1.S1_at"
"Os.27709.1.S1_a_at" 20.554253572529 1.43896139558256 60.7028967640703 9.1171113598486e-79 4.2881810168101e-76 169.800714912474 "Os.27709.1.S1_a_at"
"Os.7835.1.S1_a_at" 20.5282693848323 29.8843759295312 3.86395082721289 0.000201972908164477 0.00193968358431699 -1.54860831702228 "Os.7835.1.S1_a_at"
"Os.28203.1.S1_a_at" 20.4059545320792 3.98215525458455 13.6712692679938 2.55886963712366e-24 8.05005797792927e-23 43.9565200984063 "Os.28203.1.S1_a_at"
"Os.5631.1.S1_s_at" 20.3576485013709 8.49215659594522 9.89603204975441 2.3294382169728e-16 5.38115232553676e-15 25.5879757140251 "Os.5631.1.S1_s_at"
"Os.52647.1.S1_at" 20.3368658168625 1.32893091375723 54.9063457321016 1.13424115592534e-74 4.06781412558173e-72 160.397687262916 "Os.52647.1.S1_at"
"Os.21394.1.S1_at" 20.2409696505048 5.10402577263211 7.89003769838247 4.68163756865234e-12 8.88365499220928e-11 15.7046735371162 "Os.21394.1.S1_at"
"Os.16422.1.S1_s_at" 20.2332053327712 1.62316877008194 42.710823601992 1.5152328979019e-64 2.75149032112046e-62 137.065653193863 "Os.16422.1.S1_s_at"
"Os.31521.1.S1_at" 20.2071891229717 2.11250838076049 12.4121310934932 1.01460043869829e-21 2.89362834857779e-20 37.9522427223043 "Os.31521.1.S1_at"
"Os.47372.1.S1_x_at" 20.1684939785901 5.38133835873505 14.2141292945503 2.04678579365316e-25 6.71518938887397e-24 46.4931009029428 "Os.47372.1.S1_x_at"
"OsAffx.18575.1.S1_x_at" 20.0957779001697 2.77169231693783 15.4769092730947 6.58304595694874e-28 2.34189921327733e-26 52.2596918902052 "OsAffx.18575.1.S1_x_at"
"Os.27756.1.S1_at" 19.9943644265878 1.85015644148246 38.7546873664709 1.08946836978708e-60 1.5947927039572e-58 128.156912707684 "Os.27756.1.S1_at"
"Os.12012.1.S1_at" 19.9899663815463 13.2144122558675 3.36888378496855 0.00108528558482251 0.00870260724263347 -3.14049531266714 "Os.12012.1.S1_at"
"Os.11474.1.S1_at" 19.8308454574757 10.7372376537415 5.50464000100298 3.04025037033945e-07 4.25190462468482e-06 4.74985465246878 "Os.11474.1.S1_at"
"Os.27862.1.S1_at" 19.8132649053579 2.0083137692626 40.4269311521938 2.3231917769839e-62 3.76580199285001e-60 132.018257969009 "Os.27862.1.S1_at"
"Os.21292.1.S1_at" 19.8075734460958 5.96043751697094 15.0059784219938 5.47151110454505e-27 1.88455132173472e-25 50.131665369315 "Os.21292.1.S1_at"
"Os.8796.1.S2_s_at" 19.7590092084946 3.47311996415044 15.852788282877 1.2388023496958e-28 4.55380886804898e-27 53.9385244455501 "Os.8796.1.S2_s_at"
"Os.7115.1.S1_a_at" 19.6413315223953 7.14558125281638 7.56657287694354 2.24917245860728e-11 4.1299844486337e-10 14.1446991613253 "Os.7115.1.S1_a_at"
"Os.26761.1.S1_s_at" 19.6093321782037 13.5292213188133 3.65138441654361 0.000423415778519224 0.00379217171889966 -2.25240150851001 "Os.26761.1.S1_s_at"
"Os.53716.1.S1_at" 19.5820773237182 2.18412998919452 46.8100475037647 3.23306750364991e-68 7.3912302587426e-66 145.535110282856 "Os.53716.1.S1_at"
"Os.28094.1.S1_at" 19.5107418092145 5.50858836868049 14.4468472387139 7.00472720089648e-26 2.32338298405689e-24 47.5701551640548 "Os.28094.1.S1_at"
"Os.20351.1.S1_at" 19.4450971934727 2.08416138452882 45.6802935976831 3.09855110233211e-67 6.63436788634406e-65 143.271549582684 "Os.20351.1.S1_at"
"Os.18467.1.S1_s_at" 19.4221077628969 4.15019811488276 16.0856484280381 4.44090767062815e-29 1.6666328577893e-27 54.9697200291673 "Os.18467.1.S1_s_at"
"Os.6610.1.S1_at" 19.4209309607153 4.01236490505272 23.6037431808539 6.63507710561543e-42 4.07202133127727e-40 84.6756581628952 "Os.6610.1.S1_at"
"Os.11566.1.S1_at" 19.3826165156528 1.46235354124279 25.008153600649 5.41892858597563e-44 3.61989476275266e-42 89.512620281479 "Os.11566.1.S1_at"
"Os.11697.1.S1_at" 19.3129790026089 4.2406635349297 23.9637275940811 1.89807970116838e-42 1.20348739682259e-40 85.9348460227114 "Os.11697.1.S1_at"
"Os.7028.1.S1_at" 19.2983985621383 4.79509648925752 10.3182468346151 2.86975664307626e-17 6.91610145707694e-16 27.6823228078366 "Os.7028.1.S1_at"
"Os.27811.1.S1_at" 19.2505581336203 0.972412338139268 58.528947905886 2.82151923880703e-77 1.1817840654104e-74 166.380424074002 "Os.27811.1.S1_at"
"Os.24684.1.S1_at" 19.2330788372061 1.83804339828342 49.3430435949561 2.43021653140715e-70 6.30998574684186e-68 150.430290436606 "Os.24684.1.S1_at"
"Os.38235.1.S1_at" 19.1875093035376 2.28646081752582 12.5303695753786 5.74560010623564e-22 1.6476463033284e-20 38.5226815446733 "Os.38235.1.S1_at"
"Os.15071.2.S1_s_at" 19.1817894398181 2.02207559683544 40.7679270420238 1.07860528226734e-62 1.79920140427512e-60 132.788001605628 "Os.15071.2.S1_s_at"
"OsAffx.32308.1.S1_at" 19.1644683667683 11.2669986031398 4.48138391729024 2.03744721473583e-05 0.000232662280748201 0.654634534392489 "OsAffx.32308.1.S1_at"
"Os.12813.1.S1_a_at" 19.1460466706701 34.4047342171366 3.00994248483298 0.00333301508833338 0.0227874504704809 -4.18631252870025 "Os.12813.1.S1_a_at"
"Os.4160.1.S1_at" 19.1408400261497 3.83300087006864 8.66086384061465 1.06416823956613e-13 2.19892336776319e-12 19.4729122449552 "Os.4160.1.S1_at"
"Os.26549.1.S1_at" 19.1364328367259 2.75218491453582 21.9406364805565 2.57589105843949e-39 1.40637279462773e-37 78.6774918027353 "Os.26549.1.S1_at"
"Os.10061.1.S1_at" 19.0466524977912 4.92107121847301 7.9631265531938 3.27800030321571e-12 6.2678511629165e-11 16.0591896022305 "Os.10061.1.S1_at"
"Os.20350.1.S1_at" 19.0074028883857 4.27221397476878 19.1206118807272 1.29815466913314e-34 5.94024810400301e-33 67.7842504317343 "Os.20350.1.S1_at"
"Os.46267.1.S1_x_at" 18.9631813774524 15.297501679141 6.69923071326099 1.39254894256683e-09 2.30545999487506e-08 10.054817176652 "Os.46267.1.S1_x_at"
"Os.10853.1.S1_at" 18.9211137513594 2.36358827437213 30.9961905940716 5.22201728246999e-52 5.19323736053194e-50 108.076816785007 "Os.10853.1.S1_at"
"Os.15284.1.S1_at" 18.9179210424115 5.11486162963031 9.83135880882551 3.21126467647369e-16 7.36780446483061e-15 25.2670223515808 "Os.15284.1.S1_at"
"Os.10727.1.S1_at" 18.8634139807819 2.29240897749679 57.7157527366849 1.05093116557338e-76 4.307466581638e-74 165.069207852657 "Os.10727.1.S1_at"
"Os.14791.1.S1_at" 18.8377319974749 2.59364911801377 34.8607805438719 1.54017286720339e-56 1.87241948020901e-54 118.560394458803 "Os.14791.1.S1_at"
"Os.11749.1.S1_at" 18.8133697069512 7.37573620355387 8.83766247749257 4.44077867269115e-14 9.31702968176832e-13 20.3444400245206 "Os.11749.1.S1_at"
"Os.10606.1.S1_a_at" 18.7962845425464 15.3574208117097 3.95078823012876 0.000148138940560135 0.00146509973926606 -1.25268686537167 "Os.10606.1.S1_a_at"
"Os.7695.1.S1_at" 18.7658439033923 3.31161634605213 9.18781447177184 7.8351672449259e-15 1.70302108654673e-13 22.0755964277196 "Os.7695.1.S1_at"
"OsAffx.27508.126.S1_x_at" 18.7382123303884 4.98559789174365 7.74876974455822 9.30689912043788e-12 1.74639792455516e-10 15.0214950131316 "OsAffx.27508.126.S1_x_at"
"Os.18922.2.S1_at" 18.72913394109 5.93504985838278 4.89232735412832 3.97644296242489e-06 4.97116013224107e-05 2.23908759968375 "Os.18922.2.S1_at"
"Os.7475.1.S1_at" 18.7224572861118 3.75629477955098 3.78950897880828 0.000262538789594032 0.00246522677540251 -1.79844697068093 "Os.7475.1.S1_at"
"Os.11963.1.S2_at" 18.5144845961777 9.61077384106255 5.26209573915146 8.57100050010949e-07 1.1469709671112e-05 3.73552298144516 "Os.11963.1.S2_at"
"Os.38283.1.S3_a_at" 18.4719656088901 6.32212445115032 8.31379537740636 5.88376839416195e-13 1.17067405684397e-11 17.7689095981226 "Os.38283.1.S3_a_at"
"Os.12067.1.S1_x_at" 18.4661723508537 10.1544593185711 4.04696441754405 0.000104568377857486 0.0010671069995053 -0.919421813588471 "Os.12067.1.S1_x_at"
"Os.17889.1.S1_at" 18.3983033950525 3.33046194538756 17.0289039277573 7.46943016070946e-31 2.99518407744116e-29 59.0769068307443 "Os.17889.1.S1_at"
"Os.5261.1.S1_a_at" 18.3820209562296 2.34835251962069 38.7260415131152 1.16517794141087e-60 1.70127838763457e-58 128.089479530897 "Os.5261.1.S1_a_at"
"Os.11952.1.S1_at" 18.3812683696468 8.46136022242002 3.60912200731289 0.000488971783486176 0.00430340166871223 -2.38875509605632 "Os.11952.1.S1_at"
"OsAffx.32335.1.S1_x_at" 18.3294050088586 11.2425897966554 8.22924206216328 8.91202951334085e-13 1.75494192702308e-11 17.3554337121171 "OsAffx.32335.1.S1_x_at"
"Os.12691.2.S1_a_at" 18.3114766061418 18.1203991863924 4.15628219063695 6.99451260545018e-05 0.000735598037819103 -0.533739063556675 "Os.12691.2.S1_a_at"
"Os.12371.1.S1_at" 18.2805300443398 1.23884738328942 78.748355427628 1.78746030458563e-89 1.86487358541332e-86 194.256141681795 "Os.12371.1.S1_at"
"Os.53660.1.S1_at" 18.2763907834537 4.30055012091507 6.85367575802541 6.75095049576645e-10 1.13969709134472e-08 10.7712475408611 "Os.53660.1.S1_at"
"Os.8921.1.S1_at" 18.2702839231279 2.40000877613174 42.6563616888182 1.703587104934e-64 3.08376136452122e-62 136.948177987403 "Os.8921.1.S1_at"
"OsAffx.32309.1.S1_at" 18.2491712267341 12.7548294864311 4.39135730840749 2.88268181135118e-05 0.000321067639167224 0.319532072771475 "OsAffx.32309.1.S1_at"
"Os.166.1.S1_at" 18.2429011530943 13.5289372013549 5.91431799191659 5.03247836703237e-08 7.52798940711813e-07 6.51581416991502 "Os.166.1.S1_at"
"Os.4701.1.S1_at" 18.2316336675637 3.45755825829227 23.9766837962665 1.81493482149296e-42 1.15204192397023e-40 85.9799130374034 "Os.4701.1.S1_at"
"Os.27730.1.S1_at" 18.1834819866561 1.64422377196445 42.2912075454184 3.75019221540145e-64 6.66233838093394e-62 136.156982743973 "Os.27730.1.S1_at"
"Os.14058.1.S1_at" 18.1337992099521 3.80046203529461 20.1328624859309 2.38947803607557e-36 1.16691939290288e-34 71.803204845158 "Os.14058.1.S1_at"
"Os.10360.1.S1_at" 18.0751146257902 1.50610332582435 28.5726779220562 6.33781554170999e-49 5.33250046062174e-47 100.936040480278 "Os.10360.1.S1_at"
"OsAffx.29348.1.S1_s_at" 17.9132072665312 4.97504847309302 21.5101636877959 1.26671100082179e-38 6.72399728484328e-37 77.0749167681417 "OsAffx.29348.1.S1_s_at"
"OsAffx.32333.1.S1_x_at" 17.847215034305 17.2699415362763 4.24891263271999 4.94964337999482e-05 0.00053257160403312 -0.201340581893488 "OsAffx.32333.1.S1_x_at"
"Os.10978.1.S1_at" 17.8383320267819 29.201068224188 4.33055406752205 3.63556557486876e-05 0.000398959693664409 0.0957756476626148 "Os.10978.1.S1_at"
"Os.23313.1.S1_x_at" 17.7691595474992 4.14382185318187 56.1137523752782 1.47636454716369e-75 5.5907962588772e-73 162.432975790439 "Os.23313.1.S1_x_at"
"Os.8796.2.S1_a_at" 17.7605738027464 7.72888756056289 5.7334956386411 1.12099891421699e-07 1.62560423794792e-06 5.72864202857514 "Os.8796.2.S1_a_at"
"Os.19817.1.S1_at" 17.6709312287732 6.37809099147877 5.18804780650266 1.17076573210177e-06 1.54830327816233e-05 3.43086043434085 "Os.19817.1.S1_at"
"Os.3407.1.S1_a_at" 17.6435022881314 1.71728252375743 43.0664992953742 7.07284333890417e-65 1.31344303065695e-62 137.829503737149 "Os.3407.1.S1_a_at"
"Os.1983.1.S1_at" 17.587943074304 11.6907373338194 10.202045777817 5.10440408006475e-17 1.21788322213004e-15 27.106194804368 "Os.1983.1.S1_at"
"Os.10673.1.S1_at" 17.4219833378018 8.99908723591398 8.99595772872557 2.02812345693457e-14 4.32470383522183e-13 21.126330726842 "Os.10673.1.S1_at"
"OsAffx.32309.1.A1_at" 17.4091346800128 13.5851730836221 3.57573202847933 0.000547446165065086 0.00474883686224713 -2.49562667002981 "OsAffx.32309.1.A1_at"
"Os.49624.1.S1_at" 17.3876261016888 1.61979557168115 54.6180239439363 1.85722396870881e-74 6.41995335978609e-72 159.905312480351 "Os.49624.1.S1_at"
"Os.8786.1.S1_a_at" 17.3826493492482 2.05212431875454 38.807415063438 9.62847952911526e-61 1.41667028805049e-58 128.280919320633 "Os.8786.1.S1_a_at"
"Os.52564.1.S1_at" 17.3216427995611 0.992195191286469 95.5650493188009 1.70180158220713e-97 3.61676957000776e-94 212.395883084442 "Os.52564.1.S1_at"
"Os.9366.1.S1_at" 17.2464302440526 10.519802026245 6.88524013083984 5.81869981772085e-10 9.8521284432121e-09 10.9183690258992 "Os.9366.1.S1_at"
"Os.8111.1.S1_at" 17.234879551822 2.89161648714515 15.4048354324033 9.08665029451964e-28 3.21858127901312e-26 51.9357752355304 "Os.8111.1.S1_at"
"Os.17601.1.S1_at" 17.2100419971628 3.28799401766768 8.32995714436331 5.43448924176205e-13 1.08278424191246e-11 17.8480233701255 "Os.17601.1.S1_at"
"Os.11573.2.A2_a_at" 17.2081524589748 2.92065001342515 13.2438179501715 1.9141661118671e-23 5.77794212683629e-22 41.9363211441134 "Os.11573.2.A2_a_at"
"Os.51478.1.S1_at" 17.1955070222404 3.25750437687687 32.5363905131215 7.22121282934558e-54 7.93807729068023e-52 112.380208999323 "Os.51478.1.S1_at"
"Os.14115.1.S1_at" 17.1853734621645 0.839936506196501 75.8577547140892 6.26879466785926e-88 5.45024205501666e-85 190.742116315764 "Os.14115.1.S1_at"
"Os.49731.1.S1_at" 17.1137555029633 9.44885422419222 7.18641406551633 1.39537232426615e-10 2.45385395988478e-09 12.3332478854461 "Os.49731.1.S1_at"
"Os.7203.1.S1_at" 17.087083366002 1.9539888063161 26.9548444521711 9.51359078887725e-47 7.14540401370882e-45 95.8955540997583 "Os.7203.1.S1_at"
"Os.9172.2.S1_at" 17.0699065401894 7.59468651187065 4.26231951351328 4.70622599753484e-05 0.000507808687834795 -0.15281364649068 "Os.9172.2.S1_at"
"Os.7230.1.S1_at" 17.0509798450799 4.26756582109883 14.6187923827023 3.18511052183802e-26 1.07132480635469e-24 48.3618544058693 "Os.7230.1.S1_at"
"Os.26572.1.S1_at" 17.0103556971128 3.407144756115 21.6898061774872 6.49969490001154e-39 3.48565881077068e-37 77.7462573753199 "Os.26572.1.S1_at"
"Os.2330.1.S1_at" 16.9896453530505 5.09232055293102 11.800530815777 1.96092618137386e-20 5.33784943736218e-19 34.9824210656239 "Os.2330.1.S1_at"
"Os.20473.1.S1_s_at" 16.9580738345694 2.53905727411306 36.3120720815567 3.94282715324541e-58 5.13032443781243e-56 122.241912763238 "Os.20473.1.S1_s_at"
"Os.39183.1.A1_s_at" 16.9216047400701 10.7171097710115 11.5240366995557 7.55655256961074e-20 2.0167911606949e-18 33.6302563572747 "Os.39183.1.A1_s_at"
"Os.11573.5.A1_x_at" 16.88768357409 2.78869188798314 13.6576942141689 2.72688836915812e-24 8.56454889978277e-23 43.8926660695711 "Os.11573.5.A1_x_at"
"Os.5082.1.S1_a_at" 16.8799586101837 10.2205776167012 8.22547234729536 9.07840921703241e-13 1.78647900442988e-11 17.337016338692 "Os.5082.1.S1_a_at"
"Os.28094.1.S1_s_at" 16.8277547808823 3.70979471858764 18.4029609580296 2.37948981229024e-33 1.04149416025048e-31 64.8586404235537 "Os.28094.1.S1_s_at"
"Os.17360.1.A1_at" 16.7738630037297 1.2661344277442 62.8121674201223 3.6412593755471e-80 1.86556022756825e-77 173.006856471002 "Os.17360.1.A1_at"
"Os.6805.1.A1_at" 16.7712900832434 16.6624675642494 4.56036979100135 1.49765972395952e-05 0.000173965000567297 0.952304092765493 "Os.6805.1.A1_at"
"OsAffx.30473.2.S1_x_at" 16.7665397855261 11.6972008375647 3.11954742313747 0.00238764197990336 0.0171971849146411 -3.87711754738348 "OsAffx.30473.2.S1_x_at"
"Os.50395.1.S1_at" 16.7127601456343 2.97223119109514 4.90639477450712 3.75495419405427e-06 4.70965642761141e-05 2.29484303956127 "Os.50395.1.S1_at"
"Os.15117.1.S1_at" 16.6968976257794 6.98672410817109 12.6775677189966 2.83598411908389e-22 8.20647709133998e-21 39.231035307154 "Os.15117.1.S1_at"
"Os.12385.1.S1_at" 16.686087279524 10.8425539805466 8.216268464364 9.49774740126919e-13 1.86707688036872e-11 17.2920559623745 "Os.12385.1.S1_at"
"Os.6284.1.S1_at" 16.6711939998447 8.49204577057129 6.86964607131846 6.26213059604694e-10 1.05873181456207e-08 10.8456561218833 "Os.6284.1.S1_at"
"Os.21784.1.S1_at" 16.6395910566574 1.61895511319447 59.3346823027635 7.79802413455135e-78 3.44204785299097e-75 167.662290380014 "Os.21784.1.S1_at"
"Os.9224.1.S1_at" 16.5803615351856 4.94832419734656 20.3079372207684 1.2124518020258e-36 5.99249864804861e-35 72.4857371195899 "Os.9224.1.S1_at"
"Os.7988.1.S1_s_at" 16.5489309336344 3.22470740867886 15.1992582815213 2.28668253137889e-27 8.00576064768659e-26 51.0083440571587 "Os.7988.1.S1_s_at"
"Os.12311.1.S1_at" 16.4866623536892 10.6313841096325 4.69669226637409 8.74201955567129e-06 0.000104398452891473 1.47388856633715 "Os.12311.1.S1_at"
"Os.9039.1.S1_at" 16.480845911713 1.24657147313154 35.3947283597648 3.9394292547648e-57 4.88233972995493e-55 119.93005822716 "Os.9039.1.S1_at"
"Os.2242.1.S1_at" 16.4718035930193 3.54065243340162 12.7962316496769 1.60763027402256e-22 4.68507061371063e-21 39.8005827055313 "Os.2242.1.S1_at"
"Os.47445.1.S1_at" 16.3920266583888 1.64830858500241 12.9228701001424 8.7857823314985e-23 2.58668938812749e-21 40.4068980293822 "Os.47445.1.S1_at"
"Os.11756.1.S1_at" 16.335130081309 1.07405664422974 77.1847588137451 1.20498690724995e-88 1.15136772015307e-85 192.37184257102 "Os.11756.1.S1_at"
"Os.6755.1.S1_at" 16.3258681147086 14.5744763563248 6.01105566617787 3.26467483799609e-08 4.95722602682963e-07 6.94165165629571 "Os.6755.1.S1_at"
"Os.50917.1.S1_at" 16.3201624552929 2.63696078605295 32.422796952852 9.84489777930392e-54 1.06588664975852e-51 112.068699543602 "Os.50917.1.S1_at"
"Os.52507.1.S1_at" 16.3096372521345 2.34582071781276 32.4249589837524 9.78691182120978e-54 1.06161167131316e-51 112.074637065979 "Os.52507.1.S1_at"
"OsAffx.29135.1.S1_at" 16.2994105104083 11.8109047915609 4.68015009220084 9.33657733456584e-06 0.000111128703715424 1.41007728434318 "OsAffx.29135.1.S1_at"
"Os.21260.1.S1_at" 16.2961642056934 4.51126593585583 7.32619536969539 7.15178971807087e-11 1.27606964428589e-09 12.9962447413566 "Os.21260.1.S1_at"
"Os.11396.1.S1_at" 16.2623248416476 9.63446126237355 4.44027690995745 2.38848340592864e-05 0.000269476906801017 0.501065708082793 "Os.11396.1.S1_at"
"Os.27933.1.S1_at" 16.2392650747328 4.53339462052729 15.7352887920271 2.08420756044719e-28 7.5693669768089e-27 53.4156138108632 "Os.27933.1.S1_at"
"Os.11300.2.S1_at" 16.2353537732673 1.62434775939971 33.3327885975142 8.42974735982757e-55 9.61661556663272e-53 114.538809187284 "Os.11300.2.S1_at"
"Os.12181.1.S1_s_at" 16.2313369389982 3.13809180110366 12.0392182799416 6.14945853368758e-21 1.71046160727126e-19 36.1451014298672 "Os.12181.1.S1_s_at"
"Os.55374.1.S1_s_at" 16.2286240400837 1.55382292892765 38.4941789156541 2.01029832002232e-60 2.89110120800805e-58 127.542029091152 "Os.55374.1.S1_s_at"
"Os.3507.1.S1_at" 16.2063593536184 2.43960172456281 62.0614211569696 1.13203849829378e-79 5.698125711324e-77 171.877950964684 "Os.3507.1.S1_at"
"Os.11037.1.S1_a_at" 16.1555920841095 27.4602539716603 3.76589694632385 0.000285119405352702 0.00265682392301864 -1.87694120972874 "Os.11037.1.S1_a_at"
"Os.12199.1.S1_at" 16.1331848616623 9.90537363570378 3.62855640995175 0.000457713761695274 0.00406257247851481 -2.32620262058623 "Os.12199.1.S1_at"
"Os.1475.1.S1_at" 16.1194618700404 1.31754775380817 34.3835093446498 5.28990740238174e-56 6.28458522905733e-54 117.32072606134 "Os.1475.1.S1_at"
"Os.8611.1.S1_at" 16.0657241726367 2.75622097932936 38.6321150057061 1.45276652512607e-60 2.10511739254505e-58 127.868061965838 "Os.8611.1.S1_at"
"Os.5522.1.S1_at" 16.0113552283539 5.42840329730383 11.5015649352805 8.4342936512986e-20 2.24791750254908e-18 33.5201260054115 "Os.5522.1.S1_at"
"OsAffx.32199.1.A1_x_at" 15.8953570079413 13.7878418033089 5.59295212342462 2.07326190614992e-07 2.94038345770378e-06 5.12515107421464 "OsAffx.32199.1.A1_x_at"
"Os.16966.1.S1_s_at" 15.8945023823017 1.53994762670064 71.7642497458994 1.21719778409251e-85 8.95451836497392e-83 185.527630985322 "Os.16966.1.S1_s_at"
"Os.406.1.S1_a_at" 15.8858998144005 4.97408536049937 5.55673577227457 2.42650995506902e-07 3.42613174807506e-06 4.970871046503 "Os.406.1.S1_a_at"
"Os.46776.1.S1_s_at" 15.8590458968744 8.04646366797694 3.86522854755828 0.000201060109387051 0.00193447873857273 -1.5442889210898 "Os.46776.1.S1_s_at"
